,activity,user,pc,id,content,date
168,File Open,admin4418,121.36.44.18,f6aa0396fe9f75e9e7fa4345b0e47587,MsMpEng FileIO/Read theme_photo_watercolor_thumbnail_dark.jpg,05/13/2022 03:31:15
169,File Open,admin4418,121.36.44.18,ecac3a652b3247b826f83ca6b2c757f2,MsMpEng FileIO/Read 4.jpg,05/13/2022 03:31:15
170,File Open,admin4418,121.36.44.18,7935d022282a7536fbb8e309c6b4534b,MsMpEng FileIO/Read sticker_icon_gravel.jpg,05/13/2022 03:31:15
171,File Open,admin4418,121.36.44.18,232f19b498728c43a9054ce472dd74d0,MsMpEng FileIO/Read notice.txt,05/13/2022 03:31:17
172,File Open,admin4418,121.36.44.18,e98927a0d7012a5b4d30d8e44c2433c6,MsMpEng FileIO/Read windows.data.pdf.dll,05/13/2022 03:31:17
173,File Open,admin4418,121.36.44.18,a1ec65eaeafece6a320b6c2ba6b37440,MsMpEng FileIO/Read none.jpg,05/13/2022 03:31:17
174,File Open,admin4418,121.36.44.18,7447a1bd0449963d942b54eebc41aa83,MsMpEng FileIO/Read security_watermark.jpg,05/13/2022 03:31:17
175,File Open,admin4418,121.36.44.18,0fac0aae0d316fc02df0f57b296174f0,MsMpEng FileIO/Read img8.jpg,05/13/2022 03:31:19
176,File Open,admin4418,121.36.44.18,fdf51ec8fc08703249594ae6a8eb87ef,MsMpEng FileIO/Read 27.jpg,05/13/2022 03:31:19
177,File Open,admin4418,121.36.44.18,1498e20d8b0e0d337ee02f2bf7101058,MsMpEng FileIO/Read background_forwarddirection_deskscale.jpg,05/13/2022 03:31:21
178,File Open,admin4418,121.36.44.18,b1f3cf97ef97b4215b00a44f12eea41f,MsMpEng FileIO/Read img0_1366x768.jpg,05/13/2022 03:31:21
179,File Open,admin4418,121.36.44.18,245cd55c6a1dc8c15a618f869f003f37,MsMpEng FileIO/Read theme_illustration_seasons_winter_thumbnail_dark.jpg,05/13/2022 03:31:21
180,File Open,admin4418,121.36.44.18,f11af5ee540fb35e0e405bc60452fbd6,MsMpEng FileIO/Read 12.jpg,05/13/2022 03:31:21
181,File Open,admin4418,121.36.44.18,1586517e43d692dbb55a4967931c6515,MsMpEng FileIO/Read aboutadsgenericbackgroundimage.jpg,05/13/2022 03:31:21
182,File Open,admin4418,121.36.44.18,0642f68f0c273b5ca72b11254b7d0a76,MsMpEng FileIO/Read sdclt.exe.mui,05/13/2022 03:31:22
183,File Open,admin4418,121.36.44.18,cb980d6dbdab06e7b861fc01e616df3d,MsMpEng FileIO/Read tabletextservicearray.txt,05/13/2022 03:31:23
184,File Open,admin4418,121.36.44.18,7d02b64dae8b5482335651a70133abc0,MsMpEng FileIO/Read about_mocking.help.txt,05/13/2022 03:31:24
185,File Open,admin4418,121.36.44.18,4e55e4c790930308ecefed32c03a256d,MsMpEng FileIO/Read 34.jpg,05/13/2022 03:31:24
186,File Open,admin4418,121.36.44.18,d89d51b926227da7c51d6b9bf3483af8,MsMpEng FileIO/Read dmr_120.jpg,05/13/2022 03:31:25
187,File Open,admin4418,121.36.44.18,61cb4ff32b6fccdc2526e8e9694a1b96,MsMpEng FileIO/Read wmpnss_color48.jpg,05/13/2022 03:31:25
188,File Open,admin4418,121.36.44.18,62281de37ce9c3e2c64856190afccdc0,MsMpEng FileIO/Read theme_photo_sunlitforest_thumbnail.jpg,05/13/2022 03:31:26
189,File Open,admin4418,121.36.44.18,15c609077cd70c387ebb83dc1be96153,MsMpEng FileIO/Read theme_illustration_seasons_fall_thumbnail.jpg,05/13/2022 03:31:27
190,File Open,admin4418,121.36.44.18,89c19fd77b0a586733ba8be6f9890e8e,MsMpEng FileIO/Read img10.jpg,05/13/2022 03:31:27
191,File Open,admin4418,121.36.44.18,e4df2bbd43ec04267e5f13f0300cd0c5,MsMpEng FileIO/Read theme_photo_greenclovers_background.jpg,05/13/2022 03:31:28
192,File Open,admin4418,121.36.44.18,bb9981fb1e222f48539d6a29ccac2cf4,MsMpEng FileIO/Read theme_photo_sunlitforest_thumbnail_dark.jpg,05/13/2022 03:31:28
193,File Open,admin4418,121.36.44.18,38e8d7beca2df2261355037c3f2875e2,MsMpEng FileIO/Read theme_photo_springdandelion_thumbnail_dark.jpg,05/13/2022 03:31:29
194,File Open,admin4418,121.36.44.18,d4d9227d4a358de8e750b6d27333b215,MsMpEng FileIO/Read background_roomtracing_01.jpg,05/13/2022 03:31:30
195,File Open,admin4418,121.36.44.18,9c83c13d7de9e73e494ea275b9c1e4b6,MsMpEng FileIO/Read archive.zip,05/13/2022 03:31:30
196,File Open,admin4418,121.36.44.18,b86674b784725150d6cd7966a2614469,MsMpEng FileIO/Read 91.jpg,05/13/2022 03:31:32
197,File Open,admin4418,121.36.44.18,ac6ea86939dc49555859a9d261147075,MsMpEng FileIO/Read background_hp_hmd.jpg,05/13/2022 03:31:32
198,File Open,admin4418,121.36.44.18,0598f49d11f3acfd570b97c1df731d18,MsMpEng FileIO/Read wmpnss_color120.jpg,05/13/2022 03:31:32
199,File Open,admin4418,121.36.44.18,9369b653a86207176041e8c6e07a2ba0,MsMpEng FileIO/Read 39.jpg,05/13/2022 03:31:32
200,File Open,admin4418,121.36.44.18,c9023cbd4e8931d8b22ac4f5cce012f2,MsMpEng FileIO/Read AppCache132968581529182765.txt.~tmp,05/13/2022 03:36:01
201,File Open,admin4418,121.36.44.18,6ed682555e0b665a6e905995459d2a4a,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/13/2022 03:36:03
202,File Open,admin35254,121.36.35.254,457d123c0bb27a90b5359ed07808cc7b,MsMpEng FileIO/Read img0.jpg,05/13/2022 05:28:48
203,File Open,admin35254,121.36.35.254,4bada5f3a9f315fd59c4939b1a0216be,MsMpEng FileIO/Read SharpBitsConsole.zip,05/13/2022 05:29:07
204,File Open,admin35254,121.36.35.254,c06449ef63f1d6000b4eb5a1101d3f27,MsMpEng FileIO/Read img0.jpg,05/13/2022 05:29:07
205,File Open,admin4418,121.36.44.18,389326b6a92c17e76a93bd17bb44ee68,MsMpEng FileIO/Read AppCache132968723996720840.txt.~tmp,05/13/2022 07:33:28
206,File Open,admin4418,121.36.44.18,7ced5c448df45ca3d434b8c04d24ca7b,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/13/2022 07:33:28
207,File Write,admin35254,121.36.35.254,0599bb5df118312f65298467a3a4970f,explorer FileIO/Write CachedImage_1280_768_POS4.jpg,05/13/2022 09:00:27
208,File Open,admin35254,121.36.35.254,43dca8a9ac6495645633b53c66eacb3a,LogonUI FileIO/Read LockScreen___1280_0768_notdimmed.jpg,05/13/2022 09:00:27
209,File Open,admin35254,121.36.35.254,73d3d15ba14e02c80a0400dfd5a263dd,explorer FileIO/Read CachedImage_1280_768_POS4.jpg,05/13/2022 09:00:27
210,File Open,admin35254,121.36.35.254,a2263294a1165f37efcd434a3101e3cb,explorer FileIO/Read $I2NPFEU.zip,05/13/2022 09:00:29
211,WWW Visit,admin35254,121.36.35.254,57b318b485d43a46413810a60bd5ec51,chrome  TcpIp/Recv  192.168.0.110 to 220.181.111.91,05/13/2022 09:01:02
212,WWW Visit,admin35254,121.36.35.254,5877d925521e25638be6b8461fa8559d,chrome  TcpIp/Send  192.168.0.110 to 220.181.33.115,05/13/2022 09:01:02
213,WWW Visit,admin35254,121.36.35.254,7c861cd68cd43628755100eb221723f8,chrome  TcpIp/Recv  192.168.0.110 to 220.181.33.115,05/13/2022 09:01:02
214,WWW Visit,admin35254,121.36.35.254,b8043b4b3e411991505b100e6b8019ae,chrome  TcpIp/Send  192.168.0.110 to 220.181.111.91,05/13/2022 09:01:02
215,WWW Visit,admin35254,121.36.35.254,97e86a9de005daa4af449523bec9d2bc,chrome  TcpIp/Send  192.168.0.110 to 220.181.33.24,05/13/2022 09:01:11
216,WWW Visit,admin35254,121.36.35.254,20b7ac9d22592b724693082654de70a2,chrome  TcpIp/Recv  192.168.0.110 to 220.181.33.24,05/13/2022 09:01:11
217,WWW Visit,admin35254,121.36.35.254,19fe5dbd4ada47d29c15bc7e826fdb92,chrome  TcpIp/Send  192.168.0.110 to 116.114.98.35,05/13/2022 09:01:11
218,WWW Visit,admin35254,121.36.35.254,2a40cae64ed7c9fd1b2d803c0239a8a4,chrome  TcpIp/Recv  192.168.0.110 to 116.114.98.35,05/13/2022 09:01:11
219,WWW Visit,admin35254,121.36.35.254,ea7963f30be73866abccfb1b45bea9f1,chrome  TcpIp/Send  192.168.0.110 to 220.181.107.239,05/13/2022 09:01:11
220,WWW Visit,admin35254,121.36.35.254,14e90b47bc08ca76d6a5130dddd713a2,chrome  TcpIp/Recv  192.168.0.110 to 220.181.107.239,05/13/2022 09:01:11
221,WWW Visit,admin35254,121.36.35.254,b0e85cf30aa4b71582fd7ab957b76888,chrome  TcpIp/Recv  192.168.0.110 to 220.181.33.236,05/13/2022 09:01:12
222,WWW Visit,admin35254,121.36.35.254,254313e5e74039e3d9452fb8a2700601,chrome  TcpIp/Recv  192.168.0.110 to 124.239.243.35,05/13/2022 09:01:12
223,WWW Visit,admin35254,121.36.35.254,9a7b3e15b7a80fbcd9d9cf3d44d908cf,chrome  TcpIp/Send  192.168.0.110 to 220.181.33.236,05/13/2022 09:01:12
224,WWW Visit,admin35254,121.36.35.254,aa0bcdc935476ef3031a71aeac78e836,chrome  TcpIp/Recv  192.168.0.110 to 113.105.172.38,05/13/2022 09:01:12
225,WWW Visit,admin35254,121.36.35.254,4b3b32c9a7a9e13d9d9a9252eac42d80,chrome  TcpIp/Send  192.168.0.110 to 113.105.172.38,05/13/2022 09:01:12
226,WWW Visit,admin35254,121.36.35.254,1aedbebb0d5cd25df587b3f6c7453c86,chrome  TcpIp/Send  192.168.0.110 to 124.239.243.35,05/13/2022 09:01:12
227,WWW Visit,admin35254,121.36.35.254,ff8d7439dcdc2dcdae3c8de9de36f59f,chrome  TcpIp/Send  192.168.0.110 to 203.208.50.65,05/13/2022 09:01:31
228,WWW Visit,admin35254,121.36.35.254,842c51e5a261c78d44fb8d4669445a26,chrome  TcpIp/Recv  192.168.0.110 to 203.208.50.65,05/13/2022 09:01:31
229,WWW Visit,admin35254,121.36.35.254,c83a5f2daf70f7015c6bac687f76ae08,chrome  TcpIp/Send  192.168.0.110 to 204.79.197.200,05/13/2022 09:01:40
230,WWW Visit,admin35254,121.36.35.254,8c78adbdd137c8690673ba96e781dec2,chrome  TcpIp/Recv  192.168.0.110 to 204.79.197.200,05/13/2022 09:01:40
231,File Write,admin35254,121.36.35.254,463638cfd6839384bafc17da70e5e534,explorer FileIO/Write $IF22ENI.zip,05/13/2022 09:01:52
232,File Open,admin35254,121.36.35.254,0ab0a336e50d6964a981e50fa5f092d6,MsMpEng FileIO/Read $IF22ENI.zip,05/13/2022 09:01:52
233,File Open,admin35254,121.36.35.254,2ffd5cbffe442e43a63f7f3d9bce7ea1,explorer FileIO/Read $I85CYBR.zip,05/13/2022 09:01:57
234,File Open,admin35254,121.36.35.254,a8c4b71247cc48d3739c73568081e635,explorer FileIO/Read $IBMV5NX.txt,05/13/2022 09:01:57
235,File Open,admin35254,121.36.35.254,351711df491f3f6842742b2d8e47fb3c,explorer FileIO/Read $IF22ENI.zip,05/13/2022 09:01:57
236,WWW Visit,admin35254,121.36.35.254,0d7a0731768c8c2931ecf033a5cb173c,chrome  TcpIp/Recv  192.168.0.110 to 203.208.50.65,05/13/2022 09:05:32
237,Logoff,admin4418,121.36.44.18,531eb92a48822b1bd4c0d8dd729e6b92,admin Logoff,05/13/2022 09:33:42
238,Logoff,admin35254,121.36.35.254,7435da6a8f930faca29da9253c51a5d9,admin Logoff,05/13/2022 09:33:42
239,Logon,admin35254,121.36.35.254,61848f40f00cb8e40d209ed8ad488133,admin Logon,05/13/2022 09:33:50
240,Logon,admin4418,121.36.44.18,daa5b65baa6db2f13412e4d92496047a,admin Logon,05/13/2022 09:33:50
241,File Write,admin4418,121.36.44.18,c2c9e6c5ee7daa00548fa45fc8d5f86b,svchost FileIO/Write WER8819.tmp.txt,05/13/2022 10:25:27
242,File Open,admin4418,121.36.44.18,edbb9e889cbcbc563c21bf8b962cc506,svchost FileIO/Read WER8819.tmp.txt,05/13/2022 10:25:27
243,File Write,admin4418,121.36.44.18,d02bc05771cd8f2a5a8a6ce0e26516bb,svchost FileIO/Write WER8819.tmp.txt,05/13/2022 10:25:27
244,File Open,admin35254,121.36.35.254,90d5d38d81cae9176c5c6fd30f69a126,LogonUI FileIO/Read LockScreen___1536_0864_notdimmed.jpg,05/13/2022 10:53:46
245,File Write,admin35254,121.36.35.254,96328e60b9cd31ce0854969e79b70ede,explorer FileIO/Write CachedImage_1536_864_POS4.jpg,05/13/2022 10:53:47
246,File Open,admin35254,121.36.35.254,963f2e64647d3e2444d1149ad648b53f,explorer FileIO/Read CachedImage_1536_864_POS4.jpg,05/13/2022 10:56:09
247,File Open,admin4418,121.36.44.18,c27a208cf61a1b2d5769ac82a7644da7,LogonUI FileIO/Read LockScreen___1536_0864_notdimmed.jpg,05/13/2022 11:04:35
248,File Open,admin4418,121.36.44.18,ddfaabf4fe7ca2e5177b6b885381c954,LogonUI FileIO/Read {BD6AF6C1-1942-4F4C-8180-E2432CB8996C}-Image192.jpg,05/13/2022 11:04:36
249,File Open,admin4418,121.36.44.18,43a9ef07a1fe7b7b0c12e9bfd2c61ddc,LogonUI FileIO/Read LockScreen___1366_0768_notdimmed.jpg,05/13/2022 11:04:36
250,WWW Visit,admin4418,121.36.44.18,91eb1403ef88947cec59eb6b998e9ba2,explorer  TcpIp/Send  192.168.0.74 to 104.70.235.82,05/13/2022 11:04:42
251,WWW Visit,admin4418,121.36.44.18,ec80a0ee17b630943add6e07825a6533,explorer  TcpIp/Recv  192.168.0.74 to 104.70.235.82,05/13/2022 11:04:42
252,File Write,admin4418,121.36.44.18,7fbfd26d3a0b69f5156ce5b3a7256790,explorer FileIO/Write CachedImage_1536_864_POS4.jpg,05/13/2022 11:04:51
253,File Open,admin4418,121.36.44.18,72813d52324e4bcd0e406ed8316ca46b,explorer FileIO/Read CachedImage_1536_864_POS4.jpg,05/13/2022 11:04:54
254,WWW Visit,admin4418,121.36.44.18,b6b30c7efdf5dcf4ea5f9f195a39d3a6,explorer  TcpIp/Recv  192.168.0.74 to 104.70.235.82,05/13/2022 11:06:32
255,File Open,admin4418,121.36.44.18,ccec989f7e374a515f7d79b5b65a488a,explorer FileIO/Read CachedImage_1366_768_POS4.jpg,05/13/2022 11:09:13
256,File Write,admin4418,121.36.44.18,aaf12bcd92c5b7a30d88935f78232729,explorer FileIO/Write CachedImage_1366_768_POS4.jpg,05/13/2022 11:09:15
257,File Write,admin4418,121.36.44.18,b9356b9b1d2bfaa65062247c8b0adcf8,GameBarFTServer FileIO/Write XboxGamingOverlayTraces_FT_Server_20220513033123.txt,05/13/2022 11:24:51
258,File Open,admin4418,121.36.44.18,9b2fa5bb1e53026e0f0d20b73696c39c,MsMpEng FileIO/Read profileDataSettings.txt,05/13/2022 11:24:51
259,File Open,admin4418,121.36.44.18,b4273b1409dacd98a72934ac40925b85,GameBar FileIO/Read profileDataSettings.txt,05/13/2022 11:24:51
260,File Write,admin4418,121.36.44.18,7e76d708754f1d1cc72b2b92de878e70,GameBar FileIO/Write profileDataSettings.txt.~tmp,05/13/2022 11:24:55
261,File Open,admin4418,121.36.44.18,16d3cf04c235f1a619c6e6e767a9d10a,MsMpEng FileIO/Read XboxGamingOverlayTraces_FT_Server_20220513033123.txt,05/13/2022 11:29:51
262,File Open,admin4418,121.36.44.18,77b26cfe263569ac9f4dc50fe3d098df,LogonUI FileIO/Read img100.jpg,05/13/2022 11:39:49
263,File Write,admin4418,121.36.44.18,4c4860a0cc6ccff7ce7b5dbe5212f67e,explorer FileIO/Write CachedImage_200_200_POS4.jpg,05/13/2022 11:39:51
264,File Open,admin4418,121.36.44.18,b123099a18a3f05f2f62c85f1dc5dc25,explorer FileIO/Read CachedImage_200_200_POS4.jpg,05/13/2022 11:39:51
265,File Open,admin4418,121.36.44.18,799c2e42497576eabbd37a8113c8d238,MsMpEng FileIO/Read LockScreen___0200_0200_notdimmed.jpg,05/13/2022 11:39:51
266,File Write,admin4418,121.36.44.18,b24830dd167a3fd7d0724828dfc92f3a,explorer FileIO/Write CachedImage_640_480_POS4.jpg,05/13/2022 11:39:55
267,File Open,admin4418,121.36.44.18,53fa89796c02acbd624bbfd749258a97,explorer FileIO/Read CachedImage_640_480_POS4.jpg,05/13/2022 11:40:03
268,File Open,admin4418,121.36.44.18,db915aa67e137f4176f7c590fa195ad1,MsMpEng FileIO/Read 0.0.filtertrie.intermediate.txt,05/13/2022 11:40:18
269,File Open,admin4418,121.36.44.18,318ae8e609b2ef56818354726146a159,MsMpEng FileIO/Read AppCache132968723996720840.txt,05/13/2022 11:40:18
270,File Open,admin4418,121.36.44.18,6ba1cdb3948adeb4eebe7e0216b625d1,MsMpEng FileIO/Read AppCache132968872095932346.txt.~tmp,05/13/2022 11:40:18
271,File Open,admin4418,121.36.44.18,fce0aa0c9f2f036634bb6dc1fc34e098,LogonUI FileIO/Read LockScreen___0200_0200_notdimmed.jpg,05/13/2022 11:41:15
272,File Open,admin4418,121.36.44.18,6264053797e1d51100121b94a23884ea,MsMpEng FileIO/Read LockScreen___0640_0480_notdimmed.jpg,05/13/2022 11:41:15
273,File Open,admin4418,121.36.44.18,fc26ec48e869a00df1ef81bad516477d,LogonUI FileIO/Read LockScreen___0640_0480_notdimmed.jpg,05/13/2022 11:42:16
274,File Write,admin4418,121.36.44.18,8212155dd286b53efc9c524964c94b86,explorer FileIO/Write Mimikatz.zip,05/13/2022 12:09:24
275,File Open,admin4418,121.36.44.18,d125f75d7dab193206f4ad96512915a1,explorer FileIO/Read Mimikatz.zip,05/13/2022 12:09:31
276,WWW Visit,admin4418,121.36.44.18,fcabe845c52ded51dd6337653102eb05,SNETCracker  TcpIp/Recv  192.168.0.74 to 20.205.243.166,05/13/2022 14:12:06
277,WWW Visit,admin4418,121.36.44.18,2432654dc6f14d9a64e918b128d3d746,SNETCracker  TcpIp/Send  192.168.0.74 to 20.205.243.166,05/13/2022 14:12:06
278,File Open,admin4418,121.36.44.18,fab6e3375d1a5a2262e6a37cace7c7a7,SNETCracker FileIO/Read servicesports.txt,05/13/2022 14:12:06
279,File Open,admin4418,121.36.44.18,d84e2d3be803739fd7ead77bb4155388,SNETCracker FileIO/Read servicesnames.txt,05/13/2022 14:12:06
280,WWW Visit,admin4418,121.36.44.18,e78186b7e2cee82b4e9ed29732474536,SNETCracker  TcpIp/Recv  192.168.0.74 to 192.168.0.110,05/13/2022 14:12:44
281,WWW Visit,admin4418,121.36.44.18,cd5df9314be2775061562247625d046f,SNETCracker  TcpIp/Send  192.168.0.74 to 192.168.0.110,05/13/2022 14:12:44
282,File Write,admin35254,121.36.35.254,507b5e168c8d5068c7d0390b40e049c0,explorer FileIO/Write CachedImage_200_200_POS4.jpg,05/13/2022 14:17:40
283,WWW Visit,admin4418,121.36.44.18,b31840a9bb9694808f5d3961fd3e594e,mstsc  TcpIp/Send  192.168.0.74 to 192.168.0.110,05/13/2022 14:18:22
284,WWW Visit,admin4418,121.36.44.18,050fed7a8781ba80fdef074b8e07a9b1,mstsc  TcpIp/Recv  192.168.0.74 to 192.168.0.110,05/13/2022 14:18:22
285,File Open,admin35254,121.36.35.254,062ad37294689eeb0b602d1e0dcb1361,backgroundTaskHost FileIO/Read AppCache132968145387604627.txt,05/13/2022 14:26:14
286,File Write,admin4418,121.36.44.18,b392fe95a240ce484fd0b62a31978251,explorer FileIO/Write $IOSFYW2.zip,05/13/2022 14:26:58
287,WWW Visit,admin35254,121.36.35.254,71bb5dfe2b753ca24e3ce922d2f7bc8b,chrome  TcpIp/Send  192.168.0.110 to 34.68.0.55,05/13/2022 14:28:20
288,WWW Visit,admin35254,121.36.35.254,593a51d336615ff48e8bbf9d69e9f45d,chrome  TcpIp/Recv  192.168.0.110 to 34.68.0.55,05/13/2022 14:28:20
289,WWW Visit,admin35254,121.36.35.254,cb8884dd59558225c4d0b5d0cb2c0742,chrome  TcpIp/Send  192.168.0.110 to 203.208.50.162,05/13/2022 14:28:40
290,WWW Visit,admin35254,121.36.35.254,24c5eaff9296ffff7612c6a0401fe686,chrome  TcpIp/Recv  192.168.0.110 to 203.208.50.162,05/13/2022 14:28:40
291,File Open,admin35254,121.36.35.254,fd5f7a1e0aca8f020d35fdbc5effd282,powershell FileIO/Read Deeplogfromxzq.zip,05/13/2022 14:29:57
292,File Open,admin35254,121.36.35.254,206fc5cbe0994983bf0783ae84a23e4f,powershell FileIO/Read nodemerge-ccs2018.pdf,05/13/2022 14:30:06
293,WWW Visit,admin35254,121.36.35.254,af4db00f7fc9135884bb49e7a0c6baf8,chrome  TcpIp/Recv  192.168.0.110 to 203.208.50.162,05/13/2022 14:32:40
294,WWW Visit,admin35254,121.36.35.254,cd5491c31bb79df44a52b1ebc85e93ca,chrome  TcpIp/Recv  192.168.0.110 to 203.208.39.226,05/13/2022 14:41:21
295,WWW Visit,admin35254,121.36.35.254,1f059121330ec6b99aa66d7742193c72,chrome  TcpIp/Send  192.168.0.110 to 203.208.39.226,05/13/2022 14:41:21
296,WWW Visit,admin35254,121.36.35.254,4e9cfbcb437b4a90b722492bef243232,chrome  TcpIp/Recv  192.168.0.110 to 114.250.65.34,05/13/2022 16:00:47
297,WWW Visit,admin35254,121.36.35.254,3d8972d28255ce4d1f286561e0472450,chrome  TcpIp/Send  192.168.0.110 to 114.250.65.34,05/13/2022 16:00:47
298,WWW Visit,admin35254,121.36.35.254,e73a3f60cea79cd6213af2ed80a93d01,chrome  TcpIp/Recv  192.168.0.110 to 114.250.65.34,05/13/2022 16:04:47
299,File Open,admin4418,121.36.44.18,b9a4526af4040ad311084777172f1ad9,svchost FileIO/Read $IJVVEQC.txt,05/13/2022 16:23:47
300,File Open,admin4418,121.36.44.18,186fdbd813420a464edaac642d404090,explorer FileIO/Read $ID48M1I.zip,05/13/2022 16:24:42
301,File Open,admin4418,121.36.44.18,f5dcc91f43d34756d794f37ed8769448,explorer FileIO/Read $IJVVEQC.txt,05/13/2022 16:24:42
302,File Open,admin4418,121.36.44.18,a520fc82c10cf19d1e7b305706f0e652,explorer FileIO/Read $I5Q79XC.txt,05/13/2022 16:24:42
303,File Open,admin4418,121.36.44.18,2cbfe08cff0288190fa0cb54d29bfcbf,explorer FileIO/Read $I4GERX7.txt,05/13/2022 16:24:42
304,File Open,admin4418,121.36.44.18,bd80f45af819f32ae868f407fbe00fd5,explorer FileIO/Read $IQGRNMB.txt,05/13/2022 16:24:42
305,File Open,admin4418,121.36.44.18,36bc5543548538fb888d54b38c2d1bcb,explorer FileIO/Read $IOSFYW2.zip,05/13/2022 16:24:42
306,File Open,admin4418,121.36.44.18,5daa6bfde9e910ce61f34969197ccd24,explorer FileIO/Read $ID48M1I.zip,05/13/2022 16:24:47
307,File Open,admin4418,121.36.44.18,4652a5f7ca19a01210ac4e2e1a7a02ee,explorer FileIO/Read $IQGRNMB.txt,05/13/2022 16:24:47
308,File Open,admin4418,121.36.44.18,6b84517d119c7189151a074542496b14,explorer FileIO/Read $IOSFYW2.zip,05/13/2022 16:24:47
309,WWW Visit,admin4418,121.36.44.18,1ba63eed01dbbfee05df8a89488f175c,explorer  TcpIp/Recv  192.168.0.74 to 23.46.229.82,05/13/2022 16:32:37
310,WWW Visit,admin4418,121.36.44.18,3e459b26519cf53076d0b7d7e884ed76,explorer  TcpIp/Send  192.168.0.74 to 23.46.229.82,05/13/2022 16:32:37
311,File Open,admin35254,121.36.35.254,cbd82c1ae150f1c7ad53e2f1db72a156,LogonUI FileIO/Read LockScreen___1536_0864_notdimmed.jpg,05/13/2022 16:38:41
312,File Write,admin35254,121.36.35.254,3e962a9c90b87ff5246d8ddd15a9b509,explorer FileIO/Write CachedImage_1280_768_POS4.jpg,05/13/2022 16:38:41
313,File Write,admin35254,121.36.35.254,fdf1e3ca7d765510b933c78d9c7790cb,explorer FileIO/Write CachedImage_1536_864_POS4.jpg,05/13/2022 16:38:42
314,File Open,admin35254,121.36.35.254,d328289282d04706d4b06fe98bdce451,explorer FileIO/Read CachedImage_1536_864_POS4.jpg,05/13/2022 16:38:53
315,Logoff,admin4418,121.36.44.18,b9e64f13aa197ca35872743ee3663edc,admin Logoff,05/13/2022 16:39:02
316,Logoff,admin35254,121.36.35.254,79c969c78f479bb753557509b0ce81b8,admin Logoff,05/13/2022 16:39:02
317,Logon,admin35254,121.36.35.254,961f4828edea3f29f519b7a95afb3704,admin Logon,05/15/2022 00:14:59
318,Logon,admin4418,121.36.44.18,78a8bb927bc5f1c592c565293bf6d5ba,admin Logon,05/15/2022 00:14:59
319,File Open,admin35254,121.36.35.254,23945978580ed58a6ce5705e78096122,explorer FileIO/Read $IO887KE.zip,05/15/2022 00:15:44
320,File Open,admin35254,121.36.35.254,add271d5252a7f05ac6986876fba3660,explorer FileIO/Read CachedImage_1530_780_POS4.jpg,05/15/2022 00:15:44
321,File Write,admin35254,121.36.35.254,9de0784df642a07d4e336def604ee55c,explorer FileIO/Write $IW5TSVM.txt,05/15/2022 00:15:44
322,File Write,admin35254,121.36.35.254,1c3209610aaa8a715a6968b3e1136c1d,explorer FileIO/Write CachedImage_1530_780_POS4.jpg,05/15/2022 00:16:09
323,File Open,admin35254,121.36.35.254,4775fa8281852949a98a3ec1831d0eca,LogonUI FileIO/Read LockScreen___1530_0780_notdimmed.jpg,05/15/2022 00:16:30
324,File Write,admin35254,121.36.35.254,15e60a7f59191918c337023005ec5b03,explorer FileIO/Write benign_0515.txt.lnk,05/15/2022 00:17:05
325,File Open,admin4418,121.36.44.18,e70eeb45c0e52eb5655d426df2def39f,MsMpEng FileIO/Read Mimikatz.zip,05/15/2022 04:15:19
326,File Open,admin35254,121.36.35.254,aba0360dc5b1956496267fc43b24f990,svchost FileIO/Read $IW5TSVM.txt,05/15/2022 04:17:42
327,File Open,admin35254,121.36.35.254,d4d9b72023152967a371c980b3d903db,svchost FileIO/Read $IO887KE.zip,05/15/2022 04:17:42
328,File Open,admin35254,121.36.35.254,4a1f6cf8ed6c9b575e94c429f2f8edcd,MsMpEng FileIO/Read windows.data.pdf.dll,05/15/2022 05:10:30
329,File Open,admin35254,121.36.35.254,3604569500a957d25e1c89cc36c11c3c,MsMpEng FileIO/Read xpsdocumenttargetprint.dll,05/15/2022 05:10:32
330,File Open,admin35254,121.36.35.254,e87ef85433094f3c616b79b753b1d327,MsMpEng FileIO/Read windows.data.pdf.dll,05/15/2022 05:10:36
331,File Open,admin35254,121.36.35.254,dcf45b8b6bd86339ac2b7b4dbf4d966d,MsMpEng FileIO/Read xpsdocumenttargetprint.dll,05/15/2022 05:10:37
332,File Open,admin35254,121.36.35.254,56178551127edfc9e17f41efecb611d5,MsMpEng FileIO/Read img0.jpg,05/15/2022 05:28:29
333,File Open,admin35254,121.36.35.254,67df6250ecc04ce38d2f0dbe1e0cf3ef,MsMpEng FileIO/Read SharpBitsConsole.zip,05/15/2022 05:28:48
334,File Open,admin35254,121.36.35.254,35644fd11f8255712155d80caa3a5755,MsMpEng FileIO/Read img0.jpg,05/15/2022 05:28:48
335,File Open,admin4418,121.36.44.18,d65ce7300124482ddf43ab3a737a1708,svchost FileIO/Read $IZ3Q9ZA.zip,05/15/2022 06:23:12
336,File Open,admin4418,121.36.44.18,90f29c0e380cd9da69f0292c2c9a95a3,svchost FileIO/Read $I87D1UP.txt,05/15/2022 06:23:12
337,File Open,admin4418,121.36.44.18,96fb4e272ae6f9ad3c77d1bf3721b6f9,svchost FileIO/Read $IBQ0C7D.zip,05/15/2022 06:23:12
